Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
21,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
22,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
23,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
24,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
25,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
26,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
27,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
28,9.029616666666665574e+19,1.559276633333333402e+19,1.103129999999999882e+02,6.202563333333333162e+01,6.000000000000000000e+01,4.500000000000000000e+01,4.167660999999999331e+04
29,2.002950000000000328e+20,3.208347500000000000e+19,1.404532500000000255e+02,5.046732525000249581e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.429762500000000000e+04
30,5.709960000000000655e+20,1.004181000000000000e+20,1.465908000000000015e+02,5.310342000000000695e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.796761999999999534e+04
31,2.012181963636363756e+21,6.959784545454546485e+21,3.564024354545454543e+01,1.965139709090908937e+01,6.000000000000000000e+01,4.500000000000000000e+01,4.779793090909090824e+04
32,7.515210538461538392e+22,1.588782416153846156e+23,2.901682615384615715e+01,1.796572923076923090e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.124198692307692254e+05
